tx_id,account1,account2,amount,tx_date
7580,4044-5130-1072-1567,7919-7542-9594-4738,4133,2017-11-20
7581,9817-2511-7214-8721,5996-9802-5395-8075,164,2011-02-08
7582,7406-3374-3749-1650,3705-6553-7181-4663,10544,2017-01-08
7583,7147-6356-6428-6293,6143-4449-3099-7588,171,2002-05-02
7584,6195-4438-5950-5929,2887-4904-3399-1732,230,2013-10-16
7585,4085-4926-4788-1337,7218-9087-9951-4515,8804,2016-12-09
7586,8945-6687-3286-9783,3525-7630-3533-9474,593,2004-02-02
7587,3593-8172-8085-7605,4689-2510-5708-1355,196,2017-05-09
7588,1682-3559-1065-7699,6740-6943-1008-5441,128,2011-02-21
7589,3681-2713-1089-6543,2424-7292-9736-5880,104,2008-07-09
7590,2073-2118-7199-1364,4792-3006-8754-4520,248,2007-12-28
7591,4387-8899-1119-9368,1887-2609-4531-8848,1952,2006-05-20
7592,1836-2168-7185-7169,5586-1915-3583-6666,113,2016-02-11
7593,1032-3219-1528-9019,6201-7251-9231-7581,532,2007-02-12
7594,5266-1204-1077-9564,3044-9807-1311-7798,387,2003-01-03
7595,8133-3052-4732-5262,4796-9437-4036-9090,142297,2017-11-21
7596,8366-6378-9584-3085,8809-4140-9235-1854,425637,2015-03-02
7597,2468-4926-2671-9380,7535-2129-5471-6139,399,2016-09-01
7598,8202-2678-9485-8810,3900-1964-9683-8444,989,2009-01-15
7599,8712-8892-3803-7774,5063-9569-1651-1732,48079,2011-03-18
7600,9944-8201-6012-7227,4404-9780-6946-7345,140,2011-07-01
7601,2813-2569-7201-5240,9367-7016-5040-6529,6809,2015-01-29
7602,5550-4271-9814-9680,6571-2381-3709-4494,597,2015-09-09
7603,3544-5783-4670-5363,3375-6398-1043-5511,295,2009-08-18
7604,9621-3168-1408-4866,3959-8037-6289-9952,24856,2015-10-16
7605,6759-5358-1905-6087,2100-1900-2157-2245,701,2014-07-29
7606,7247-6345-1743-5847,7741-1248-5345-7049,111,2001-12-11
7607,6508-1153-8939-3273,4479-3389-4179-7584,579,2007-03-26
7608,8272-9566-5427-8722,3130-8288-1701-7043,591,2003-08-27
7609,9863-2305-4323-5632,3845-4924-4041-7802,378,2013-12-16
7610,7584-8397-8661-8366,6797-3038-6577-1765,776,2000-08-22
7611,3845-4924-4041-7802,9858-4261-2179-4724,14670,2009-10-07
7612,9586-1295-6008-4271,1592-9433-8997-7838,314,2007-02-19
7613,3428-4335-4132-2080,5138-6958-5353-2956,146,2006-01-13
7614,5266-1204-1077-9564,3522-6723-8695-3236,2235,2001-03-09
7615,4193-3497-4936-1752,8065-9252-9399-6889,9734,2014-11-12
7616,7610-6717-4033-6507,2389-1109-1217-9650,194,2015-06-27
7617,6399-5413-5220-2697,6475-4909-6188-4654,145,2015-12-22
7618,7693-6371-6866-5612,7157-6371-8322-6378,101,2009-11-03
7619,3231-2864-8488-3333,8374-8718-4673-8482,158,2010-07-28
7620,5394-2503-4151-2989,3800-8251-3186-3910,254,2014-04-11
7621,4873-4792-8364-7993,3203-1684-1966-6151,184,2004-10-18
7622,4456-3933-9623-5601,6750-8387-4848-8631,70183,2003-10-29
7623,4394-2936-8081-4824,4479-3389-4179-7584,425,2004-02-17
7624,7702-9419-4438-7560,2424-7292-9736-5880,497,2008-11-16
7625,8575-8949-5231-4542,6137-6369-6621-7629,112,2009-02-27
7626,4584-3884-7062-1057,2591-7994-1170-3114,3514,2006-12-01
7627,4225-1642-7057-7206,9676-1074-3342-1773,285,2002-02-17
7628,2500-3268-8860-4919,6225-6588-6744-4212,346982,2006-09-02
7629,2287-9156-1802-4290,3502-1187-1479-2250,719,2008-03-17
7630,6353-2118-1534-7171,6245-2037-6568-1065,974,2001-05-12
7631,7210-2018-7514-6299,8999-7365-3651-3357,245,2012-08-29
7632,1754-4633-6325-8588,5180-9483-6300-1245,135,2013-06-12
7633,6399-5413-5220-2697,1576-8465-8909-7614,209,2017-12-12
7634,9944-8201-6012-7227,3959-8037-6289-9952,479,2015-12-12
7635,2079-3433-9361-6369,3959-8037-6289-9952,316,2004-10-22
7636,3152-9361-5239-2968,9234-1733-3780-4459,342,2014-04-18
7637,4575-7036-6650-7938,3543-7648-6359-9171,4843,2004-12-21
7638,4044-5130-1072-1567,9438-6381-5981-9318,16736,2002-12-18
7639,8288-5929-1941-5761,9944-8201-6012-7227,176,2014-09-30
7640,1458-6051-5599-5730,7406-3374-3749-1650,352,2010-07-22
7641,5392-9349-8174-6241,7741-1248-5345-7049,185,2011-08-28
7642,4872-8425-9172-3669,4308-8741-7237-7873,13398,2002-11-10
7643,6576-2812-2398-6536,3486-9709-1575-3694,117,2014-01-30
7644,5853-2226-4255-4998,9241-3245-7274-3077,223,2017-08-22
7645,4963-8511-3670-3954,9944-8201-6012-7227,152,2006-04-20
7646,1796-7227-9635-3918,2500-3268-8860-4919,242,2016-02-22
7647,6137-6369-6621-7629,6168-4571-6016-6817,1618,2014-08-23
7648,8223-4445-5171-5212,9313-1866-7301-9370,121,2015-11-24
7649,6676-3466-8690-2570,6777-4404-7733-1188,128,2001-10-12
7650,9896-6516-7025-2552,5516-2697-3911-4263,104,2017-05-23
7651,4748-9933-6630-2285,2512-9908-8545-5222,525,2015-08-11
7652,5398-9356-6013-3803,2214-8721-1256-2053,127009,2002-10-01
7653,7371-6061-6314-1687,7040-7914-5642-1954,120,2015-04-14
7654,4275-4812-5985-9275,2756-4130-4478-5941,1157,2014-07-12
7655,3231-2864-8488-3333,1087-8904-6825-4431,116,2006-08-16
7656,2287-9156-1802-4290,1085-3842-4262-5850,1108,2000-10-14
7657,9687-8106-5149-3337,8500-1264-4161-3325,2336,2002-11-08
7658,6402-4491-5233-7816,6112-1653-9748-4712,134,2015-05-13
7659,4396-1674-6572-3470,6508-1153-8939-3273,291,2001-10-07
7660,9745-4014-1191-9841,3971-5723-5963-8192,124,2014-07-21
7661,3269-4933-5533-1859,5550-4271-9814-9680,225,2002-11-08
7662,1273-6203-6895-9464,4076-8261-7888-1023,1093,2016-04-27
7663,3877-4446-9438-5658,1095-9779-5427-4168,170,2005-11-02
7664,9627-6686-7599-9800,4479-3389-4179-7584,213,2001-03-21
7665,4730-8226-7545-3448,8314-3416-7476-5620,3617,2008-05-25
7666,8223-4445-5171-5212,7839-6652-8274-2902,166,2002-05-16
7667,3986-8941-7313-7853,8999-7365-3651-3357,241,2004-03-23
7668,2751-8326-2748-1222,7709-2815-5062-7969,1902,2010-03-28
7669,3311-5340-8936-6218,8585-9822-8207-3697,428,2013-02-12
7670,7253-4522-1894-3879,7709-2815-5062-7969,2538,2001-02-09
7671,7408-3480-7245-4832,2073-2118-7199-1364,279,2013-05-04
7672,5933-5294-5100-2451,5534-8044-9545-6725,125,2004-01-20
7673,5695-1561-6332-4638,8663-3149-5393-3406,667,2002-07-24
7674,4308-8741-7237-7873,7147-6356-6428-6293,45924,2017-07-29
7675,1796-7227-9635-3918,4914-1369-4852-1321,560,2010-02-24
7676,2193-3722-2556-2986,5809-2597-4780-2046,305,2015-06-16
7677,4044-5130-1072-1567,4584-3884-7062-1057,198,2002-11-03
7678,7610-6717-4033-6507,4748-9933-6630-2285,17979,2011-03-12
7679,1030-8998-6991-4966,7684-6930-7569-8830,3478,2008-08-14
7680,8575-8949-5231-4542,3152-9361-5239-2968,473,2000-01-05
7681,2553-9566-4078-5208,5800-1718-5633-7572,122,2008-07-04
7682,4881-3605-2117-6092,2825-3444-3208-1527,2173,2016-04-21
7683,8225-2447-8236-7162,5543-8665-1654-2596,160,2016-01-25
7684,1836-2168-7185-7169,9064-2759-1901-6873,376,2016-08-19
7685,4378-3438-1200-4814,7110-4582-1438-9270,2399,2011-11-06
7686,2033-4806-2133-1513,8678-2327-5874-7540,142,2016-12-15
7687,6979-9109-9143-4052,7927-8297-8574-3013,138,2010-02-01
7688,7741-3837-6819-4924,5380-2794-8436-6046,122,2000-11-20
7689,6040-8877-3894-1500,5419-4971-7418-3232,1536,2016-01-30
7690,3525-7630-3533-9474,6475-4066-4575-9877,629,2016-01-23
7691,4992-2874-1192-1710,3685-2676-1610-9297,2068,2013-11-19
7692,3097-8744-4037-3622,3249-7505-8135-8302,1782,2011-02-13
7693,2588-2359-5363-4492,4963-8511-3670-3954,250,2017-07-01
7694,5003-8734-5371-4688,5853-2226-4255-4998,122,2001-10-03
7695,7122-6608-7712-1243,8201-8285-4081-3604,1275,2005-02-20
7696,4049-2171-5404-1615,7041-8847-9228-2980,309,2005-07-06
7697,8202-2678-9485-8810,1488-7547-3441-8758,439,2008-06-04
7698,8496-5736-2563-5986,3681-2713-1089-6543,9243,2012-11-08
7699,2964-8907-1422-7179,3544-5783-4670-5363,136,2016-07-24
7700,2478-9649-2640-5614,7709-2815-5062-7969,143,2014-02-14
7701,2478-9649-2640-5614,8888-4449-7585-9388,700,2007-08-10
7702,8085-9582-1243-4673,2073-2118-7199-1364,212,2017-07-02
7703,8712-8892-3803-7774,9064-2759-1901-6873,544,2009-07-19
7704,2756-4130-4478-5941,1871-5893-7784-5210,175,2009-12-16
7705,2389-1109-1217-9650,8288-5929-1941-5761,206,2013-02-25
7706,3900-1964-9683-8444,9304-3783-6011-1625,598,2014-10-15
7707,7702-9419-4438-7560,9523-1394-4017-2362,5541,2000-10-05
7708,4691-6648-9592-1961,1796-7227-9635-3918,1525,2015-02-25
7709,1283-3770-8558-2519,6877-7441-9342-8209,8081,2003-01-09
7710,5124-2103-5640-9912,9807-6474-5232-7760,2160,2010-03-08
7711,4748-9933-6630-2285,7179-7593-9877-3438,217,2016-08-14
7712,4628-3211-7751-6932,9005-1446-8677-9928,181,2015-04-30
7713,4987-5052-1703-3716,7015-3859-9654-6037,588,2011-02-24
7714,3153-6576-4483-1859,6883-3499-5501-5464,249,2012-03-02
7715,4628-3211-7751-6932,9788-9787-4071-5802,1636,2016-07-16
7716,2809-8660-7961-5781,6968-4560-4994-8279,265,2013-09-24
7717,1852-5951-3815-8419,8712-8892-3803-7774,7594,2001-12-12
7718,4674-5403-7026-6324,2212-2233-2161-3574,466,2016-06-26
7719,9502-5884-7010-2843,4719-7909-6704-6014,4150,2005-11-18
7720,3288-5659-2893-9112,1349-7784-3215-3106,6642,2002-02-10
7721,1152-2863-1629-3170,5830-4918-8378-5445,435,2003-11-25
7722,3153-6576-4483-1859,8974-7725-6950-6681,128,2002-11-17
7723,3203-1684-1966-6151,4479-3389-4179-7584,417,2004-07-10
7724,5543-8665-1654-2596,7058-8577-4665-6522,2422,2001-11-14
7725,8223-4445-5171-5212,7709-2815-5062-7969,1709,2011-12-06
7726,9686-6701-6701-8741,6316-3096-4721-6130,156,2007-07-22
7727,6820-7444-3984-4547,4381-1963-4458-3654,265,2017-06-10
7728,8779-9575-7033-7727,3198-1863-2432-8334,4823,2006-07-22
7729,7179-7593-9877-3438,9758-7096-7051-3310,332,2014-12-01
7730,4479-3389-4179-7584,2751-8326-2748-1222,105,2005-02-25
7731,4396-1674-6572-3470,6819-3566-5223-5388,127,2013-10-29
7732,1349-7784-3215-3106,8970-1168-4056-9700,112,2014-02-03
7733,7218-9087-9951-4515,4719-7909-6704-6014,234,2002-07-28
7734,3910-8418-5266-9875,6704-6452-2536-3164,101,2003-11-15
7735,1576-8465-8909-7614,1111-5223-2196-4110,270,2012-10-30
7736,2037-1540-5616-7992,9989-6870-5281-9773,478,2008-04-01
7737,2285-6212-7686-3511,6031-8819-8921-3177,104,2011-02-13
7738,7157-6371-8322-6378,7337-3043-4085-4026,750,2005-02-19
7739,1030-8998-6991-4966,7154-9757-3578-7232,227,2000-04-02
7740,2588-2359-5363-4492,6155-3892-8658-9759,439,2002-03-09
7741,4509-1665-9262-6477,3712-2175-4885-2805,10578,2004-08-28
7742,1575-9961-2326-8409,5126-6975-6573-5183,175,2010-06-09
7743,1576-8465-8909-7614,1087-8904-6825-4431,4870,2014-12-04
7744,5550-4271-9814-9680,2073-2118-7199-1364,958,2013-11-26
7745,6576-3434-4376-6192,9687-8106-5149-3337,567605,2010-09-12
7746,8237-5748-7975-7008,1836-2168-7185-7169,229,2001-11-21
7747,1592-9997-8672-4401,8494-5356-5715-4415,548,2016-09-22
7748,3579-4141-2557-5318,1032-3219-1528-9019,101,2013-07-03
7749,7406-6983-6543-2472,6950-5362-1455-3764,227,2009-06-09
7750,2648-5118-8519-7511,2751-8326-2748-1222,131,2004-08-07
7751,6195-4438-5950-5929,1880-5514-1153-5662,239,2006-10-27
7752,4975-9803-1162-7196,9005-1446-8677-9928,240,2013-05-24
7753,9944-8201-6012-7227,3188-8108-4628-7632,962541,2006-01-10
7754,4113-5882-6577-6801,6820-7444-3984-4547,931,2013-09-12
7755,7584-8397-8661-8366,5572-8094-4393-2410,19697,2002-07-07
7756,7745-9176-5730-1126,7498-7170-7397-5801,2165,2002-06-06
7757,4677-8222-9193-2284,8100-4519-2011-3440,1507,2005-02-10
7758,9233-2815-7626-5189,7412-4094-4451-9557,391,2010-10-16
7759,4570-8272-3839-2402,2994-5137-9000-8065,178,2016-05-26
7760,5775-9012-2131-1977,7709-2815-5062-7969,602,2004-03-19
7761,5063-9569-1651-1732,1852-5951-3815-8419,232,2009-04-26
7762,2037-1540-5616-7992,8431-9806-9300-3723,280,2003-07-07
7763,8100-6085-3510-6970,2053-2548-9090-5796,154,2010-09-02
7764,5159-2266-7730-3533,2053-2548-9090-5796,4045,2005-02-07
7765,5739-9966-6704-3248,7457-2937-2045-2104,118,2005-05-21
7766,2914-2897-7850-9697,5126-3178-5683-7987,10826,2005-10-29
7767,2000-2404-2759-8589,1030-8998-6991-4966,676,2005-07-31
7768,4479-3389-4179-7584,9687-8106-5149-3337,146515,2014-11-29
7769,3941-6490-9212-8767,7919-7542-9594-4738,368,2010-01-01
7770,3516-7987-5493-3744,3244-1643-4557-7694,18565,2005-03-14
7771,8915-3696-3280-2772,6193-1569-8069-2844,883,2016-06-09
7772,1706-4594-7023-9191,1487-9382-1608-6053,101219,2011-04-07
7773,3544-5783-4670-5363,4674-5403-7026-6324,1630,2009-09-16
7774,8888-4449-7585-9388,2053-2548-9090-5796,236,2009-08-04
7775,8888-4449-7585-9388,6508-1153-8939-3273,107,2001-06-25
7776,6031-8819-8921-3177,9893-4203-8665-4327,549,2017-06-13
7777,1474-9097-7523-1605,9438-6381-5981-9318,254,2013-08-27
7778,6475-4066-4575-9877,1731-9946-4499-6498,122,2009-08-22
7779,2053-2548-9090-5796,2952-7437-1121-2899,146,2012-12-31
7780,9233-2815-7626-5189,5800-1718-5633-7572,696,2008-11-26
7781,9758-7096-7051-3310,5691-2055-2330-2670,121,2005-12-13
7782,9896-6516-7025-2552,3269-4933-5533-1859,413,2007-02-22
7783,8456-6112-7925-5489,3967-5549-4579-5590,162,2008-10-11
7784,8459-6336-4427-8091,6576-3434-4376-6192,740,2006-11-12
7785,6369-1519-3810-7434,2331-8660-2068-2139,91195,2002-08-18
7786,6528-9820-4330-7784,5586-1915-3583-6666,160,2006-04-27
7787,6528-9820-4330-7784,5941-2885-2820-6073,112,2014-10-31
7788,9005-1446-8677-9928,8202-2678-9485-8810,181,2002-01-01
7789,9234-1733-3780-4459,8201-8285-4081-3604,9510,2002-04-14
7790,9944-8201-6012-7227,3705-6553-7181-4663,286,2011-05-26
7791,9523-1394-4017-2362,4520-4874-2869-2354,1113,2004-09-12
7792,4106-8671-4680-5244,1136-2886-8859-3039,5257,2009-11-12
7793,8548-5257-5952-9347,6595-6179-5858-4069,118,2016-10-23
7794,1283-3770-8558-2519,5534-8044-9545-6725,988,2010-03-04
7795,2073-2118-7199-1364,1771-5127-6404-6326,209,2014-06-12
7796,2756-4130-4478-5941,4674-5403-7026-6324,8747,2007-12-19
7797,3967-5549-4579-5590,2751-8326-2748-1222,1043,2012-01-26
7798,5198-9222-5686-3069,8934-8044-5340-3247,887,2000-10-09
7799,2751-8326-2748-1222,8223-4445-5171-5212,359,2010-07-12
7800,3967-5549-4579-5590,7684-6930-7569-8830,107,2002-01-28
7801,2478-9649-2640-5614,2512-9908-8545-5222,331,2014-02-06
7802,7192-9280-1206-4193,4127-5990-1236-6547,331,2014-11-16
7803,6962-5154-2012-9641,4914-1369-4852-1321,246,2012-06-09
7804,1671-5649-5036-9196,1774-2885-6656-6196,117,2003-11-15
7805,6031-8819-8921-3177,2285-6212-7686-3511,645,2003-11-20
7806,4053-9988-3423-9713,8920-2559-8337-2518,284,2001-06-18
7807,5315-8972-1688-7673,7030-8622-9550-5255,477,2001-01-13
7808,1913-9669-3622-8194,1032-3219-1528-9019,4087,2001-09-21
7809,5161-4409-8806-5195,6968-4560-4994-8279,5414,2015-03-13
7810,6871-8804-7045-2960,6316-3096-4721-6130,265,2001-11-19
7811,5315-8972-1688-7673,4628-3211-7751-6932,2167,2013-09-09
7812,8202-2678-9485-8810,3544-5783-4670-5363,81303,2017-02-17
7813,9687-8106-5149-3337,9289-2660-2509-4939,308,2006-11-14
7814,7919-1408-2826-8462,7457-2937-2045-2104,1228,2014-10-25
7815,2751-8326-2748-1222,7684-6930-7569-8830,914,2017-07-18
7816,5159-2266-7730-3533,9108-6099-4015-6439,111,2006-12-28
7817,4559-9175-9954-7273,3606-8187-7380-5582,194,2017-12-24
7818,6123-8711-8275-9146,7709-2815-5062-7969,103,2000-03-11
7819,6038-1115-5192-4296,9294-6367-9308-4711,2483,2002-07-20
7820,5417-2835-6969-7096,6661-3771-2056-1019,146,2009-02-11
7821,6571-2381-3709-4494,9687-8106-5149-3337,175,2015-09-01
7822,5961-7428-8522-9612,1735-5620-2707-3660,816,2013-06-04
7823,1030-8998-6991-4966,2809-8660-7961-5781,247,2011-01-10
7824,7457-2937-2045-2104,9828-4945-5747-9013,384923,2008-12-28
7825,2874-5741-2396-8396,9687-8106-5149-3337,238,2015-05-25
7826,3579-4141-2557-5318,7371-6061-6314-1687,669,2015-10-01
7827,3862-1253-7554-9981,7702-9419-4438-7560,4090,2003-05-14
7828,9329-2600-1816-5971,7746-9395-7334-3072,114,2011-10-24
7829,3705-6553-7181-4663,1913-9669-3622-8194,105,2002-08-31
7830,5691-2055-2330-2670,1905-6063-4749-7367,115,2007-01-10
7831,9480-6184-9688-9325,5063-9569-1651-1732,107,2002-01-14
7832,8374-8718-4673-8482,2553-9566-4078-5208,1121,2015-08-06
7833,4314-8097-6317-7681,9774-7231-4559-6334,206,2010-08-18
7834,3288-5659-2893-9112,4873-4792-8364-7993,104,2002-06-07
7835,9327-8188-5507-4242,3203-1684-1966-6151,847,2011-03-16
7836,6402-4491-5233-7816,8712-8892-3803-7774,108,2015-10-03
7837,9999-8881-8894-1181,5157-6352-1042-8416,162,2012-08-13
7838,5457-1890-2615-6757,3486-9709-1575-3694,133,2013-10-04
7839,4680-9212-8179-6498,6512-8901-6740-5130,831,2008-07-25
7840,3791-5590-4520-2315,6402-4491-5233-7816,1092,2007-11-07
7841,3288-5659-2893-9112,2952-7437-1121-2899,141,2014-09-28
7842,6123-8711-8275-9146,9944-8201-6012-7227,237,2011-03-08
7843,8584-4285-2573-9732,8712-8892-3803-7774,114,2000-07-22
7844,7911-2179-9913-9594,6705-8942-2684-1758,575,2000-12-10
7845,7281-7718-5521-6892,2269-3386-3257-5646,164,2000-11-24
7846,1754-4633-6325-8588,5687-7905-5824-7450,339,2000-10-18
7847,7390-9009-5052-4791,8570-5830-9656-1197,570,2007-10-03
7848,3756-1671-4423-2393,9105-1540-5297-3048,357,2016-01-26
7849,7702-9419-4438-7560,4689-2510-5708-1355,214,2007-03-21
7850,7400-5631-3369-8442,8314-3416-7476-5620,1082,2010-08-21
7851,9367-7016-5040-6529,6475-4066-4575-9877,1029,2001-10-28
7852,4914-1369-4852-1321,1922-1305-7296-2787,168,2017-07-22
7853,4308-8741-7237-7873,1074-7985-4747-1073,3046,2003-12-21
7854,4259-3117-3452-9450,5516-2697-3911-4263,145,2014-03-09
7855,3959-8037-6289-9952,4559-9175-9954-7273,101,2010-12-30
7856,7192-9280-1206-4193,6873-6788-7613-8940,102,2000-08-27
7857,3985-8593-6555-5851,1294-6647-8715-6904,165,2001-10-08
7858,7458-1488-1700-5296,1488-7547-3441-8758,2174,2007-08-09
7859,8544-5881-5984-4503,2359-8955-2419-6854,352,2010-07-06
7860,5612-3715-1530-1060,9686-6701-6701-8741,381,2006-10-12
7861,4995-5324-8042-6427,9480-6184-9688-9325,2669,2004-11-16
7862,8888-6334-8351-4347,9367-7016-5040-6529,595,2013-01-26
7863,7147-6356-6428-6293,8288-5929-1941-5761,310,2014-06-05
7864,3959-8037-6289-9952,4373-5620-4938-3868,408,2017-11-15
7865,2612-8627-5044-4868,3606-8187-7380-5582,491,2014-03-17
7866,3463-5849-6866-4602,2813-5791-2397-6891,176,2002-02-08
7867,2359-8955-2419-6854,6374-2533-4318-4302,120,2001-04-20
7868,8261-9104-6002-3793,6571-2381-3709-4494,190,2012-11-30
7869,9367-7016-5040-6529,7840-7486-7258-6597,730,2007-01-12
7870,6968-4560-4994-8279,5691-2055-2330-2670,179,2004-10-06
7871,1592-9433-8997-7838,6175-1843-2993-1316,923,2010-02-07
7872,2553-9566-4078-5208,3543-7648-6359-9171,1273,2012-10-31
7873,4672-7871-5525-4998,1042-6472-9743-5277,2276,2008-03-07
7874,7406-3374-3749-1650,4479-3389-4179-7584,340,2011-02-12
7875,1836-2168-7185-7169,2769-6713-7879-3858,11106,2014-11-04
7876,3269-4933-5533-1859,2389-1109-1217-9650,337,2003-03-29
7877,9313-1866-7301-9370,6576-3434-4376-6192,101,2010-09-15
7878,2409-2277-7397-3314,2828-6616-7813-1071,193,2001-09-08
7879,6060-1587-2303-6607,6123-8711-8275-9146,132,2013-08-19
7880,2648-5118-8519-7511,1626-6015-4454-5000,245,2015-02-12
7881,7189-8927-7050-2837,6832-1504-2359-8994,7307,2012-12-14
7882,6968-4560-4994-8279,3310-2339-6005-7148,332,2000-05-04
7883,4326-2274-3824-9208,6123-8711-8275-9146,5888,2004-04-06
7884,1109-7424-9597-4198,6903-9385-1330-1192,546,2012-06-17
7885,8888-6334-8351-4347,7041-8847-9228-2980,10666,2007-09-21
7886,6051-5430-5359-6436,5124-2103-5640-9912,1112,2011-11-04
7887,1087-8904-6825-4431,9697-9014-5492-6451,172,2013-11-11
7888,1599-1599-7245-1937,8162-3909-9675-3113,422,2014-11-12
7889,4284-3363-8958-1133,4680-9212-8179-6498,727,2013-01-07
7890,5948-2585-3171-7357,9692-2762-2232-2860,245,2017-02-12
7891,8095-6706-4249-8602,2512-9908-8545-5222,1047,2001-02-22
7892,4243-7617-1792-2854,4922-4443-2521-1312,217,2001-07-23
7893,3162-7428-1388-6437,9686-6701-6701-8741,151,2012-01-16
7894,9586-1295-6008-4271,5543-8665-1654-2596,139,2007-02-10
7895,2751-8326-2748-1222,5550-4271-9814-9680,2293,2015-04-02
7896,2290-1141-4466-3962,7693-6371-6866-5612,373,2012-11-09
7897,6819-3566-5223-5388,2809-8660-7961-5781,147,2015-09-14
7898,2896-3392-3438-5455,6962-4743-4773-3237,868,2012-07-24
7899,2073-2118-7199-1364,8459-6336-4427-8091,230,2000-01-13
7900,1820-7615-3646-4813,5419-4971-7418-3232,2305,2009-02-01
7901,5550-4271-9814-9680,8500-1264-4161-3325,18734,2005-10-31
7902,2828-6616-7813-1071,5941-2885-2820-6073,508,2017-02-10
7903,5126-6975-6573-5183,5332-9757-5167-5315,938,2004-03-15
7904,7927-8297-8574-3013,2073-2118-7199-1364,4818,2016-09-10
7905,8888-4449-7585-9388,7709-2815-5062-7969,195336,2003-11-30
7906,1458-6051-5599-5730,1032-3219-1528-9019,156,2009-06-02
7907,9234-1733-3780-4459,7783-5516-3632-7366,286,2011-08-15
7908,7693-6371-6866-5612,8100-4519-2011-3440,234,2012-10-16
7909,3315-2145-1578-5503,7684-6930-7569-8830,17622,2002-09-11
7910,4689-2510-5708-1355,8636-9146-3182-7437,145,2002-09-13
7911,8731-8976-2252-7878,8804-6817-7963-5838,101,2017-03-04
7912,1217-7032-1947-6071,7784-1661-9619-2105,386,2007-06-24
7913,9480-6184-9688-9325,3544-5783-4670-5363,114,2011-03-06
7914,4570-8272-3839-2402,4976-4897-5414-4063,721,2011-03-16
7915,5933-5294-5100-2451,5534-8044-9545-6725,307,2014-12-19
7916,5866-6602-2549-5150,2507-2248-5169-7592,946,2004-03-21
7917,2100-1900-2157-2245,3269-4933-5533-1859,858,2016-08-17
7918,6267-5200-8324-2440,9686-6701-6701-8741,976,2006-03-02
7919,3685-2676-1610-9297,4873-4792-8364-7993,912,2004-10-17
7920,9818-6766-9435-6463,4447-4412-6189-9409,295,2010-10-10
7921,2749-1363-7174-2622,6350-7280-2159-4652,781,2017-10-13
7922,7684-6930-7569-8830,1200-7726-4331-5076,285,2008-04-30
7923,5010-9825-5187-9495,4355-8709-5293-6327,460,2001-07-06
7924,6871-8804-7045-2960,9686-6701-6701-8741,101,2016-09-16
7925,3522-6723-8695-3236,8915-3696-3280-2772,612,2001-08-15
7926,5691-2055-2330-2670,6579-9093-8897-6324,411,2014-01-31
7927,4308-8741-7237-7873,5691-2055-2330-2670,666,2015-08-06
7928,5948-2585-3171-7357,4584-3884-7062-1057,180408,2015-10-18
7929,8201-8285-4081-3604,2489-3928-2707-2583,93138,2011-10-25
7930,4526-3129-8471-8725,1575-9961-2326-8409,381,2002-03-24
7931,1836-2168-7185-7169,6112-1653-9748-4712,1369,2006-12-23
7932,7179-7593-9877-3438,4963-8511-3670-3954,41852,2004-02-14
7933,7179-7593-9877-3438,3072-3467-7590-8779,133,2008-07-18
7934,8459-6336-4427-8091,7927-8297-8574-3013,120514,2010-08-23
7935,9686-6701-6701-8741,4053-9988-3423-9713,1021,2001-10-01
7936,8413-6357-9198-8653,3845-4924-4041-7802,2120,2009-07-15
7937,1592-9433-8997-7838,3848-6729-6136-4117,2840,2006-12-29
7938,9241-3245-7274-3077,2985-1218-1790-9223,134,2011-03-31
7939,5948-2585-3171-7357,1414-2132-9889-4866,136,2009-02-02
7940,6148-6310-5689-1674,6267-9724-9618-1561,134,2015-02-01
